brand,expression,whisky_type,age_statement,pack_size_ml,bottle_price,price_band,is_gift_boxed,peat_profile,tier,store_type,shelf_zone,display_type,promo_flag,city_region,week,purchase_type,occasion,basket_role,repeat_purchase_flag,days_since_last_purchase,units_bought,estimated_buyer_stage,product_desc_raw,shelf_tag_raw,promo_text_raw,notes_text
Johnnie Walker,Red Label,blend,,750,227.15,budget_edge,1,light,entry,premium_store,lower,gift_section,1,Sandton,29,gift,last-minute dinner,primary,0,72.0,1,familiar,Johnnie Walker Red Label 750ml gift box,Johnnie Walker Red Label whisky,gift box offer,"repeat-looking purchase, no real hesitation"
Chivas Regal,12,blend,12.0,1000,496.88,step_up,1,light,core,liquor_store,feature_display,promo_stack,0,Centurion,36,gift,special bottle,primary,0,75.0,2,entry,Chivas Regal 12 Scotch 1000ml gift box,Chivas Regal 12 1000 ml,,"Buyer seemed curious, not fully convinced."
Johnnie Walker,Black Label,blend,12.0,1000,513.61,premium_window,0,medium,core,retail_chain,eye_level,standard,0,Sandton,20,self,birthday run,primary,1,5.0,1,exploratory,Johnnie Walker Black Label whisky,Johnnie Walker Black Label - R514,,
Johnnie Walker,Red Label,blend,,1000,325.73,budget_edge,1,light,entry,liquor_store,end_cap,standard,0,Sandton,23,mixed,,primary,0,78.0,1,entry,Johnnie Walker Red Label whisky gift box,Johnnie Walker Red Label whisky,,"premium shelf got traffic, but not much conversion late week"
Monkey Shoulder,Blended Malt,blend,,750,416.31,step_up,0,medium,core,liquor_store,lower,standard,0,Midrand,24,self,braai night,primary,0,,1,exploratory,Monkey Shoulder Blended Malt whisky,Monkey Shoulder Blended Malt 750ML,,asked for something smoother than usual
Johnnie Walker,Red Label,blend,,1000,336.17,step_up,0,light,entry,liquor_store,end_cap,standard,1,Randburg,1,self,host gift,primary,0,32.0,2,entry,Johnnie Walker Red Label blend,Johnnie Walker Red Label - R336,premium pour week,promo got attention but not a big basket
Glenfiddich,12,single_malt,12.0,700,496.78,premium_window,1,light,premium,liquor_store,eye_level,standard,0,Pretoria East,48,self,try something else,primary,1,51.0,1,familiar,Glenfiddich 12 blend,Glenfiddich 12 Gift,,
Monkey Shoulder,Blended Malt,blend,,750,407.26,step_up,0,medium,core,liquor_store,eye_level,standard,0,Pretoria East,24,mixed,corporate gift,add_on,1,42.0,1,preference_led,Monkey Shoulder Blended Malt gift pack,Monkey Shoulder Blended Malt whisky,,Staff said peat was a hard sell here.
Monkey Shoulder,Blended Malt,blend,,750,471.62,premium_window,0,medium,core,premium_store,feature_display,standard,0,Centurion,25,self,special bottle,primary,0,,1,exploratory,Monkey Shoulder Blended Malt 750ml,Monkey Shoulder Blended Malt 750ML,,Looked like a gift decision more than a regular buy.
Johnnie Walker,Black Label,blend,12.0,1000,523.8,premium_window,0,medium,core,liquor_store,feature_display,gift_section,0,Rosebank,37,self,quiet pour,primary,1,50.0,1,familiar,Johnnie Walker Black Label single malt,J Walker Black Label 1000 ml,,Staff said peat was a hard sell here.
Chivas Regal,12,blend,12.0,1000,561.87,premium_window,0,light,core,liquor_store,feature_display,standard,0,Randburg,3,gift,braai night,primary,0,,1,exploratory,Chivas Regal 12 Scotch 1000ml,Chivas Regal 12 1000ML,,
Glenfiddich,12,single_malt,12.0,700,497.02,premium_window,0,light,premium,retail_chain,feature_display,promo_stack,0,Rosebank,50,self,birthday run,primary,0,,1,familiar,Glenfiddich 12 whisky,Glenfiddich 12 - R497,,
Lagavulin,16,single_malt,16.0,750,1372.36,top_shelf,0,heavy,distinctive,liquor_store,eye_level,promo_stack,1,Centurion,15,gift,braai night,primary,0,61.0,1,preference_led,Lagavulin 16 gift pack,Lagavulin 16 - R1372,price drop while stock lasts,
Johnnie Walker,Red Label,blend,,1000,300.79,budget_edge,0,light,entry,retail_chain,eye_level,standard,1,Soweto,52,self,last-minute dinner,primary,0,,1,exploratory,Johnnie Walker Red Label single malt,Johnnie Walker Red Label 1000 ml,2 for less on selected whisky,
Johnnie Walker,Black Label,blend,12.0,750,430.35,step_up,0,medium,core,liquor_store,lower,promo_stack,1,Sandton,26,self,birthday run,primary,0,,1,exploratory,Johnnie Walker Black Label gift pack,Johnnie Walker Black Label 750ML,premium pour week,
Glenfiddich,12,single_malt,12.0,700,479.91,step_up,0,light,premium,liquor_store,end_cap,standard,0,Fourways,47,mixed,last-minute dinner,primary,0,27.0,1,preference_led,Glenfiddich 12 blend,Glenfiddich 12 whisky,,"shopper hovered, then came back after another aisle"
Glenlivet,12,single_malt,12.0,750,491.71,step_up,0,light,premium,liquor_store,lower,standard,1,Centurion,36,mixed,birthday run,primary,0,,1,exploratory,Glenlivet 12 Scotch 750ml,Glenlivet 12 - R492,gift ready bottle special,"repeat-looking purchase, no real hesitation"
Laphroaig,10,single_malt,10.0,750,1058.61,stretch,0,heavy,distinctive,retail_chain,lower,standard,0,Rosebank,49,gift,month-end stock-up,primary,1,45.0,1,preference_led,Laphroaig 10 750ml,Laphroaig 10 whisky,,looked like a gift decision more than a regular buy
Laphroaig,10,single_malt,10.0,750,1118.41,top_shelf,0,heavy,distinctive,retail_chain,eye_level,standard,0,Sandton,2,mixed,try something else,primary,0,,1,preference_led,Laphroaig 10 gift pack,Laphroaig 10 Gift,,"buyer seemed curious, not fully convinced"
Glenlivet,12,single_malt,12.0,700,413.65,step_up,1,light,premium,retail_chain,eye_level,standard,1,Soweto,50,self,quiet pour,primary,0,,1,preference_led,Glenlivet 12 single malt,Glenlivet 12 700 ml,gift box offer,
Johnnie Walker,Red Label,blend,,1000,319.16,budget_edge,0,light,entry,liquor_store,end_cap,promo_stack,0,Pretoria East,11,self,weekend top-up,primary,0,,1,familiar,Johnnie Walker Red Label blend,Johnnie Walker Red Label whisky,,picked from the feature end after a long look
Johnnie Walker,Red Label,blend,,1000,345.24,step_up,0,light,entry,retail_chain,end_cap,promo_stack,1,Sandton,44,self,birthday run,primary,0,79.0,1,entry,Johnnie Walker Red Label whisky,Johnnie Walker Red Label - R345,shelf talker only,
Johnnie Walker,Black Label,blend,12.0,1000,554.72,premium_window,1,medium,core,liquor_store,lower,gift_section,0,Fourways,13,gift,try something else,primary,0,97.0,1,familiar,Johnnie Walker Black Label 1000ml gift box,JW Black Label 1000,,
Monkey Shoulder,Blended Malt,blend,,750,459.23,step_up,0,medium,core,liquor_store,eye_level,promo_stack,0,Centurion,42,self,,primary,0,,1,entry,Monkey Shoulder Blended Malt blend,Monkey Shoulder Blended Malt - R459,,"buyer seemed curious, not fully convinced"
Johnnie Walker,Red Label,blend,,750,258.79,budget_edge,0,light,entry,liquor_store,end_cap,promo_stack,1,Randburg,45,self,,primary,0,149.0,2,familiar,Johnnie Walker Red Label single malt,Johnnie Walker Red Label whisky,2 for less on selected whisky,
Laphroaig,10,single_malt,10.0,750,1345.93,top_shelf,0,heavy,distinctive,premium_store,feature_display,gift_section,0,Pretoria East,32,mixed,host gift,primary,0,,1,familiar,Laphroaig 10 blend,Laphroaig 10 whisky,,"buyer seemed curious, not fully convinced"
Lagavulin,16,single_malt,16.0,750,1305.74,top_shelf,0,heavy,distinctive,retail_chain,eye_level,standard,0,Pretoria East,45,self,weekend top-up,primary,0,,1,exploratory,Lagavulin 16 whisky,Lagavulin 16 750 ml,,"shopper hovered, then came back after another aisle"
Johnnie Walker,Red Label,blend,,1000,310.42,budget_edge,0,light,entry,liquor_store,lower,standard,0,Randburg,40,self,,primary,0,113.0,1,familiar,Johnnie Walker Red Label gift pack,Johnnie Walker Red Label 1000 ML,,Promo got attention but not a big basket.
Johnnie Walker,Red Label,blend,,750,222.23,budget_edge,0,light,entry,retail_chain,eye_level,promo_stack,1,East Rand,2,self,,add_on,0,95.0,1,entry,Johnnie Walker Red Label single malt,Johnnie Walker Red Label Gift,gift ready bottle special,"buyer seemed curious, not fully convinced"
Monkey Shoulder,Blended Malt,blend,,750,443.08,step_up,0,medium,core,premium_store,eye_level,standard,0,Pretoria East,26,self,month-end stock-up,primary,1,21.0,1,familiar,Monkey Shoulder Blended Malt gift pack,MS Blended Malt 750,,staff said peat was a hard sell here
Glenfiddich,12,single_malt,12.0,700,487.6,premium_window,1,light,premium,liquor_store,eye_level,gift_section,0,West Rand,33,mixed,quiet pour,primary,1,36.0,1,preference_led,Glenfiddich 12 700ml gift box,G 12 700,,buyer traded up from a usual blend
Monkey Shoulder,Blended Malt,blend,,750,445.6,step_up,1,medium,core,premium_store,feature_display,standard,0,Fourways,37,gift,braai night,primary,0,67.0,1,exploratory,Monkey Shoulder Blended Malt blend,Monkey Shoulder Blended Malt 750 ml,,"repeat-looking purchase, no real hesitation"
Johnnie Walker,Red Label,blend,,1000,387.02,step_up,0,light,entry,premium_store,eye_level,gift_section,0,Randburg,48,self,last-minute dinner,primary,0,,1,entry,Johnnie Walker Red Label gift pack,Johnnie Walker Red Label - R387,,"Repeat-looking purchase, no real hesitation."
Glenfiddich,12,single_malt,12.0,750,490.54,premium_window,0,light,premium,liquor_store,feature_display,promo_stack,0,West Rand,33,gift,braai night,primary,1,24.0,1,preference_led,Glenfiddich 12 whisky,Glenfiddich 12 / R491,,
Glenlivet,12,single_malt,12.0,750,448.68,step_up,0,light,premium,retail_chain,lower,standard,0,Fourways,10,gift,try something else,primary,0,,1,entry,Glenlivet 12 single malt,G 12 750,,"premium shelf got traffic, but not much conversion late week"
Monkey Shoulder,Blended Malt,blend,,750,367.67,step_up,1,medium,core,retail_chain,lower,standard,0,Sandton,29,gift,special bottle,primary,0,90.0,1,exploratory,Monkey Shoulder Blended Malt single malt,Monkey Shoulder Blended Malt 750ML,,
Laphroaig,10,single_malt,10.0,750,1098.84,stretch,1,heavy,distinctive,premium_store,feature_display,standard,0,Pretoria East,45,self,,primary,1,27.0,2,exploratory,Laphroaig 10 750ml gift box,Laphroaig 10 750 ml,,
Johnnie Walker,Red Label,blend,,750,277.84,budget_edge,0,light,entry,liquor_store,lower,standard,0,East Rand,5,mixed,corporate gift,primary,0,,1,familiar,Johnnie Walker Red Label blend,Johnnie Walker Red Label - R278,,
Glenlivet,12,single_malt,12.0,700,393.04,step_up,0,light,premium,liquor_store,end_cap,gift_section,1,Midrand,35,mixed,special bottle,primary,0,,1,familiar,Glenlivet 12 Scotch 700ml,Glenlivet 12 700ML,gift ready bottle special,
Monkey Shoulder,Blended Malt,blend,,750,410.16,step_up,1,medium,core,liquor_store,eye_level,standard,0,Midrand,1,mixed,braai night,primary,0,,1,exploratory,Monkey Shoulder Blended Malt whisky,Monkey Shoulder Blended Malt 750ML,,asked for something smoother than usual
Glenfiddich,12,single_malt,12.0,750,571.37,premium_window,1,light,premium,liquor_store,eye_level,standard,0,Midrand,24,mixed,,primary,1,42.0,1,exploratory,Glenfiddich 12 gift pack,Glenfiddich 12 Gift,,"repeat-looking purchase, no real hesitation"
Monkey Shoulder,Blended Malt,blend,,750,419.52,step_up,0,medium,core,liquor_store,lower,standard,0,Fourways,17,mixed,host gift,primary,1,52.0,1,exploratory,Monkey Shoulder Blended Malt Scotch 750ml,Monkey Shoulder Blended Malt 750ML,,buyer traded up from a usual blend
Monkey Shoulder,Blended Malt,blend,,750,426.33,step_up,0,medium,core,liquor_store,end_cap,gift_section,0,Randburg,49,mixed,host gift,add_on,0,74.0,1,familiar,Monkey Shoulder Blended Malt blend,Monkey Shoulder Blended Malt Gift,,buyer traded up from a usual blend
Monkey Shoulder,Blended Malt,blend,,750,438.81,step_up,0,medium,core,liquor_store,end_cap,gift_section,0,Pretoria East,17,self,weekend top-up,primary,0,14.0,1,familiar,Monkey Shoulder Blended Malt Scotch 750ml,Monkey Shoulder Blended Malt whisky,,promo got attention but not a big basket
Glenfiddich,12,single_malt,12.0,700,521.9,premium_window,0,light,premium,premium_store,eye_level,standard,1,Centurion,34,self,weekend top-up,primary,1,30.0,1,familiar,Glenfiddich 12 blend,G 12 700,gift ready bottle special,Asked for something smoother than usual.
Monkey Shoulder,Blended Malt,blend,,750,493.53,step_up,0,medium,core,premium_store,end_cap,gift_section,1,Rosebank,12,self,,primary,0,62.0,1,preference_led,Monkey Shoulder Blended Malt single malt,Monkey Shoulder Blended Malt whisky,shelf talker only,"shopper hovered, then came back after another aisle"
Chivas Regal,12,blend,12.0,750,388.04,step_up,1,light,core,liquor_store,eye_level,standard,0,Soweto,12,gift,last-minute dinner,primary,0,,1,exploratory,Chivas Regal 12 blend,Chivas Regal 12 whisky,,asked for something smoother than usual
Glenfiddich,12,single_malt,12.0,700,441.75,step_up,0,light,premium,liquor_store,lower,standard,0,Midrand,14,gift,,primary,1,38.0,1,entry,Glenfiddich 12 single malt,Glenfiddich 12 700ML,,"Shopper hovered, then came back after another aisle."
Chivas Regal,12,blend,12.0,1000,532.89,premium_window,0,light,core,liquor_store,end_cap,promo_stack,0,Pretoria East,20,gift,,primary,0,,2,exploratory,Chivas Regal 12 whisky,Chivas Regal 12 1000ML,,
Monkey Shoulder,Blended Malt,blend,,750,369.82,step_up,0,medium,core,liquor_store,lower,standard,0,Fourways,49,self,,add_on,1,43.0,1,preference_led,Monkey Shoulder Blended Malt Scotch 750ml,Monkey Shoulder Blended Malt - R370,,
Johnnie Walker,Red Label,blend,,1000,356.39,budget_edge,0,light,entry,premium_store,feature_display,standard,0,East Rand,33,self,weekend top-up,primary,0,,1,entry,Johnnie Walker Red Label single malt,Johnnie Walker Red Label - R356,,
Monkey Shoulder,Blended Malt,blend,,750,391.99,step_up,1,medium,core,retail_chain,lower,standard,0,Soweto,11,mixed,quiet pour,add_on,0,,1,familiar,Monkey Shoulder Blended Malt blend,Monkey Shoulder Blended Malt - R392,,"Premium shelf got traffic, but not much conversion late week."
Monkey Shoulder,Blended Malt,blend,,750,385.83,step_up,0,medium,core,liquor_store,feature_display,standard,0,West Rand,38,self,quiet pour,primary,1,25.0,1,exploratory,Monkey Shoulder Blended Malt gift pack,MS Blended Malt 750,,staff said peat was a hard sell here
Johnnie Walker,Black Label,blend,12.0,750,458.71,step_up,0,medium,core,liquor_store,end_cap,promo_stack,0,Soweto,29,mixed,weekend top-up,primary,0,9.0,1,entry,Johnnie Walker Black Label 750ml,Johnnie Walker Black Label 750 ML,,"shopper hovered, then came back after another aisle"
Johnnie Walker,Red Label,blend,,750,239.1,budget_edge,0,light,entry,retail_chain,lower,standard,1,Sandton,44,self,,primary,0,,1,familiar,Johnnie Walker Red Label 750ml,Johnnie Walker Red Label whisky,premium pour week,
Chivas Regal,12,blend,12.0,750,425.49,step_up,0,light,core,premium_store,end_cap,standard,1,Rosebank,6,mixed,weekend top-up,primary,0,130.0,1,familiar,Chivas Regal 12 750ml,Chivas Regal 12 Gift,price drop while stock lasts,
Chivas Regal,12,blend,12.0,750,373.81,step_up,1,light,core,retail_chain,feature_display,standard,1,Rosebank,11,self,try something else,primary,0,,2,entry,Chivas Regal 12 single malt gift box,Chivas Regal 12 whisky,price drop while stock lasts,"repeat-looking purchase, no real hesitation"
Glenfiddich,12,single_malt,12.0,750,537.6,premium_window,0,light,premium,premium_store,feature_display,promo_stack,1,Midrand,33,self,host gift,primary,0,,1,exploratory,Glenfiddich 12 blend,Glenfiddich 12 750 ml,shelf talker only,asked for something smoother than usual
Johnnie Walker,Red Label,blend,,1000,339.95,budget_edge,0,light,entry,retail_chain,eye_level,standard,0,Soweto,37,mixed,,primary,0,,1,entry,Johnnie Walker Red Label whisky,Johnnie Walker Red Label - R340,,looked like a gift decision more than a regular buy
Monkey Shoulder,Blended Malt,blend,,750,406.33,step_up,0,medium,core,retail_chain,lower,promo_stack,0,Rosebank,14,self,special bottle,primary,0,,1,exploratory,Monkey Shoulder Blended Malt gift pack,Monkey Shoulder Blended Malt 750ML,,
Glenfiddich,12,single_malt,12.0,750,447.42,step_up,0,light,premium,retail_chain,lower,standard,1,Soweto,13,self,quiet pour,primary,1,5.0,1,preference_led,Glenfiddich 12 blend,G 12 750,2 for less on selected whisky,
Johnnie Walker,Red Label,blend,,750,219.0,budget_edge,0,light,entry,liquor_store,feature_display,standard,0,Midrand,44,mixed,braai night,primary,0,,1,familiar,Johnnie Walker Red Label blend,JW Red Label 750,,
Monkey Shoulder,Blended Malt,blend,,750,364.55,step_up,0,medium,core,liquor_store,lower,promo_stack,0,Randburg,14,self,quiet pour,primary,0,,1,familiar,Monkey Shoulder Blended Malt single malt,MS Blended Malt 750,,
Glenfiddich,12,single_malt,12.0,700,504.74,premium_window,0,light,premium,liquor_store,eye_level,standard,0,Rosebank,23,self,,primary,0,,1,exploratory,Glenfiddich 12 whisky,Glenfiddich 12 - R505,,"Repeat-looking purchase, no real hesitation."
Johnnie Walker,Black Label,blend,12.0,750,411.62,step_up,1,medium,core,retail_chain,end_cap,promo_stack,0,East Rand,6,gift,,primary,0,,2,entry,Johnnie Walker Black Label blend gift box,Johnnie Walker Black Label Gift,,promo got attention but not a big basket
Glenlivet,12,single_malt,12.0,750,453.37,step_up,0,light,premium,liquor_store,eye_level,standard,0,Randburg,31,mixed,host gift,add_on,1,41.0,1,familiar,Glenlivet 12 750ml,Glenlivet 12 Gift,,"shopper hovered, then came back after another aisle"
Chivas Regal,12,blend,12.0,1000,566.57,premium_window,0,light,core,liquor_store,eye_level,gift_section,1,Centurion,10,mixed,host gift,primary,0,,1,entry,Chivas Regal 12 single malt,Chivas Regal 12 Gift,2 for less on selected whisky,"premium shelf got traffic, but not much conversion late week"
Monkey Shoulder,Blended Malt,blend,,750,423.84,step_up,0,medium,core,premium_store,eye_level,gift_section,0,Fourways,51,mixed,host gift,primary,0,41.0,1,preference_led,Monkey Shoulder Blended Malt gift pack,Monkey Shoulder Blended Malt whisky,,"shopper hovered, then came back after another aisle"
Chivas Regal,12,blend,12.0,750,421.18,step_up,0,light,core,retail_chain,end_cap,gift_section,0,Sandton,15,gift,,primary,1,32.0,1,preference_led,Chivas Regal 12 750ml,Chivas Regal 12 WHSKY,,"premium shelf got traffic, but not much conversion late week"
Johnnie Walker,Red Label,blend,,750,257.77,budget_edge,0,light,entry,premium_store,lower,promo_stack,0,Fourways,46,self,weekend top-up,primary,1,29.0,1,entry,Johnnie Walker Red Label blend,Johnnie Walker Red Label 750ML,,"buyer seemed curious, not fully convinced"
Glenfiddich,12,single_malt,12.0,700,516.15,step_up,0,light,premium,liquor_store,end_cap,promo_stack,0,Pretoria East,25,gift,host gift,primary,0,,1,exploratory,Glenfiddich 12 whisky,Glenfiddich 12 Gift,,Looked like a gift decision more than a regular buy.
Glenfiddich,12,single_malt,12.0,750,488.98,step_up,1,light,premium,retail_chain,end_cap,standard,0,Midrand,35,mixed,host gift,primary,1,28.0,1,entry,Glenfiddich 12 blend,Glenfiddich 12 Gift,,"buyer seemed curious, not fully convinced"
Chivas Regal,12,blend,12.0,750,418.43,step_up,0,light,core,retail_chain,end_cap,promo_stack,1,Fourways,37,self,quiet pour,primary,0,,1,exploratory,Chivas Regal 12 blend,CR 12 750,price drop while stock lasts,
Glenlivet,12,single_malt,12.0,700,443.58,step_up,0,light,premium,retail_chain,lower,standard,1,East Rand,4,self,birthday run,primary,1,50.0,1,preference_led,Glenlivet 12 gift pack,Glenlivet 12 / R444,gift ready bottle special,
Johnnie Walker,Red Label,blend,,750,250.4,budget_edge,0,light,entry,liquor_store,lower,standard,0,Randburg,16,self,quiet pour,add_on,0,99.0,1,exploratory,Johnnie Walker Red Label 750ml,JW Red Label 750,,looked like a gift decision more than a regular buy
Johnnie Walker,Black Label,blend,12.0,1000,662.22,premium_window,0,medium,core,liquor_store,feature_display,gift_section,0,Midrand,6,self,,primary,0,,1,entry,Johnnie Walker Black Label single malt,JW Black Label 1000,,"premium shelf got traffic, but not much conversion late week"
Glenlivet,12,single_malt,12.0,700,531.18,premium_window,0,light,premium,premium_store,eye_level,gift_section,0,Pretoria East,18,self,weekend top-up,primary,0,,1,exploratory,Glenlivet 12 gift pack,Glenlivet 12 - R531,,asked for something smoother than usual
Johnnie Walker,Red Label,blend,,1000,352.59,budget_edge,0,light,entry,retail_chain,feature_display,gift_section,0,Midrand,15,gift,host gift,primary,0,,1,exploratory,Johnnie Walker Red Label Scotch 1000ml,JW Red Label 1000,,Picked from the feature end after a long look.
Chivas Regal,12,blend,12.0,750,393.07,step_up,0,light,core,liquor_store,lower,gift_section,0,Midrand,39,mixed,,primary,1,62.0,1,preference_led,Chivas Regal 12 Scotch 750ml,Chivas Regal 12 whisky,,
Johnnie Walker,Red Label,blend,,1000,330.8,budget_edge,0,light,entry,liquor_store,lower,standard,1,Fourways,31,self,quiet pour,primary,1,11.0,2,exploratory,Johnnie Walker Red Label Scotch 1000ml,Johnnie Walker Red Label 1000 ml,2 for less on selected whisky,looked like a gift decision more than a regular buy
Glenlivet,12,single_malt,12.0,750,534.85,premium_window,1,light,premium,premium_store,feature_display,gift_section,1,Midrand,17,mixed,,primary,0,103.0,1,preference_led,Glenlivet 12 Scotch 750ml gift box,G 12 750,gift box offer,buyer traded up from a usual blend
Johnnie Walker,Black Label,blend,12.0,1000,585.14,premium_window,0,medium,core,retail_chain,feature_display,standard,1,Sandton,1,self,,primary,0,,1,exploratory,Johnnie Walker Black Label gift pack,Johnnie Walker Black Label Gift,bundle with glassware,promo got attention but not a big basket
Johnnie Walker,Red Label,blend,,1000,322.18,budget_edge,0,light,entry,liquor_store,end_cap,standard,0,Midrand,30,self,month-end stock-up,primary,0,,1,entry,Johnnie Walker Red Label gift pack,J Walker Red Label WHSKY,,"premium shelf got traffic, but not much conversion late week"
Johnnie Walker,Red Label,blend,,750,291.67,budget_edge,0,light,entry,premium_store,end_cap,standard,0,East Rand,9,mixed,quiet pour,primary,0,96.0,1,entry,Johnnie Walker Red Label 750ml,JW Red Label 750,,
Johnnie Walker,Red Label,blend,,1000,295.96,budget_edge,0,light,entry,retail_chain,eye_level,standard,0,Midrand,33,self,,primary,0,,1,entry,Johnnie Walker Red Label blend,JW Red Label 1000,,
Johnnie Walker,Red Label,blend,,750,229.57,budget_edge,1,light,entry,liquor_store,eye_level,standard,0,Pretoria East,39,gift,,add_on,0,,1,entry,Johnnie Walker Red Label blend gift box,Johnnie Walker Red Label 750ML,,asked for something smoother than usual
Glenfiddich,12,single_malt,12.0,700,418.85,step_up,1,light,premium,retail_chain,lower,promo_stack,1,Midrand,13,gift,,primary,1,24.0,1,entry,Glenfiddich 12 Scotch 700ml gift box,Glenfiddich 12 700 ml,shelf talker only,picked from the feature end after a long look
Johnnie Walker,Red Label,blend,,750,258.07,budget_edge,0,light,entry,liquor_store,eye_level,standard,0,Rosebank,30,self,,primary,0,,1,entry,Johnnie Walker Red Label blend,JW Red Label 750,,promo got attention but not a big basket
Johnnie Walker,Red Label,blend,,1000,397.59,step_up,0,light,entry,liquor_store,end_cap,standard,0,Fourways,34,mixed,weekend top-up,primary,0,9.0,1,preference_led,Johnnie Walker Red Label whisky,Johnnie Walker Red Label 1000 ml,,
Chivas Regal,12,blend,12.0,1000,535.6,premium_window,1,light,core,liquor_store,eye_level,gift_section,0,West Rand,12,mixed,host gift,primary,1,37.0,1,exploratory,Chivas Regal 12 1000ml gift box,Chivas Regal 12 Gift,,Looked like a gift decision more than a regular buy.
Johnnie Walker,Red Label,blend,,750,235.92,budget_edge,0,light,entry,retail_chain,feature_display,standard,0,Rosebank,45,self,last-minute dinner,add_on,0,58.0,1,entry,Johnnie Walker Red Label Scotch 750ml,Johnnie Walker Red Label - R236,,"buyer seemed curious, not fully convinced"
Monkey Shoulder,Blended Malt,blend,,750,380.16,step_up,1,medium,core,liquor_store,eye_level,standard,0,West Rand,7,gift,weekend top-up,primary,1,25.0,2,entry,Monkey Shoulder Blended Malt gift pack,Monkey Shoulder Blended Malt 750ML,,
Glenfiddich,12,single_malt,12.0,700,436.61,step_up,0,light,premium,liquor_store,eye_level,standard,0,West Rand,34,self,special bottle,primary,1,35.0,2,preference_led,Glenfiddich 12 700ml,Glenfiddich 12 Gift,,staff said peat was a hard sell here
Johnnie Walker,Red Label,blend,,750,246.73,budget_edge,0,light,entry,liquor_store,lower,standard,0,Rosebank,27,self,host gift,primary,0,,1,entry,Johnnie Walker Red Label Scotch 750ml,Johnnie Walker Red Label Gift,,"Premium shelf got traffic, but not much conversion late week."
Monkey Shoulder,Blended Malt,blend,,750,371.43,step_up,1,medium,core,retail_chain,eye_level,promo_stack,1,Fourways,46,self,braai night,add_on,1,70.0,2,entry,Monkey Shoulder Blended Malt gift pack,Monkey Shoulder Blended Malt 750 ml,shelf talker only,
Chivas Regal,12,blend,12.0,750,387.19,step_up,0,light,core,liquor_store,end_cap,standard,0,Soweto,30,mixed,,primary,0,49.0,1,exploratory,Chivas Regal 12 Scotch 750ml,CR 12 750,,Picked from the feature end after a long look.
Johnnie Walker,Black Label,blend,12.0,750,407.85,step_up,1,medium,core,liquor_store,end_cap,promo_stack,0,Fourways,13,mixed,weekend top-up,primary,0,95.0,1,preference_led,Johnnie Walker Black Label Scotch 750ml,Johnnie Walker Black Label whisky,,buyer traded up from a usual blend
Glenfiddich,12,single_malt,12.0,700,393.46,step_up,0,light,premium,retail_chain,eye_level,standard,0,Soweto,40,self,weekend top-up,primary,1,43.0,1,exploratory,Glenfiddich 12 gift pack,Glenfiddich 12 - R393,,"Shopper hovered, then came back after another aisle."
Johnnie Walker,Red Label,blend,,1000,317.49,budget_edge,0,light,entry,liquor_store,end_cap,standard,0,East Rand,38,self,birthday run,primary,1,36.0,1,entry,Johnnie Walker Red Label Scotch 1000ml,Johnnie Walker Red Label WHSKY,,
Monkey Shoulder,Blended Malt,blend,,750,443.04,step_up,1,medium,core,liquor_store,end_cap,promo_stack,1,East Rand,47,gift,,primary,0,87.0,2,exploratory,Monkey Shoulder Blended Malt blend gift box,Monkey Shoulder Blended Malt - R443,gift ready bottle special,Picked from the feature end after a long look.
Monkey Shoulder,Blended Malt,blend,,750,466.32,step_up,0,medium,core,premium_store,end_cap,standard,0,Sandton,38,mixed,last-minute dinner,primary,0,,1,exploratory,Monkey Shoulder Blended Malt gift pack,Monkey Shoulder Blended Malt 750ML,,
Johnnie Walker,Black Label,blend,12.0,750,426.1,step_up,1,medium,core,premium_store,end_cap,standard,0,West Rand,37,gift,host gift,primary,0,34.0,1,familiar,Johnnie Walker Black Label single malt gift box,Johnnie Walker Black Label - R426,,staff said peat was a hard sell here
Johnnie Walker,Red Label,blend,,1000,329.04,budget_edge,0,light,entry,liquor_store,end_cap,standard,0,Soweto,47,gift,host gift,primary,0,,1,entry,Johnnie Walker Red Label 1000ml,JW Red Label 1000,,asked for something smoother than usual
Chivas Regal,12,blend,12.0,1000,536.87,premium_window,0,light,core,liquor_store,eye_level,promo_stack,0,Soweto,40,mixed,quiet pour,primary,0,,1,entry,Chivas Regal 12 single malt,CR 12 1000,,staff said peat was a hard sell here
Glenlivet,12,single_malt,12.0,750,518.95,premium_window,1,light,premium,liquor_store,end_cap,promo_stack,0,Fourways,16,mixed,braai night,primary,0,,1,familiar,Glenlivet 12 750ml gift box,Glenlivet 12 - R519,,asked for something smoother than usual
Glenlivet,12,single_malt,12.0,700,462.76,step_up,0,light,premium,liquor_store,end_cap,standard,1,Sandton,26,mixed,host gift,primary,0,,1,entry,Glenlivet 12 700ml,Glenlivet 12 700 ML,2 for less on selected whisky,"shopper hovered, then came back after another aisle"
Chivas Regal,12,blend,12.0,1000,548.83,premium_window,1,light,core,liquor_store,end_cap,gift_section,0,Rosebank,32,self,,primary,0,,1,familiar,Chivas Regal 12 Scotch 1000ml gift box,CR 12 1000,,
Chivas Regal,12,blend,12.0,750,470.92,step_up,0,light,core,premium_store,end_cap,standard,0,East Rand,26,mixed,,primary,0,,1,familiar,Chivas Regal 12 750ml,CR 12 750,,"Repeat-looking purchase, no real hesitation."
